match_id,innings_number,over_number,bowler,runs_conceded,wickets,is_maiden
1075998,1,6,c03c6200,16,0,False
1075998,1,7,0dc00542,4,0,False
1075998,1,8,7dc35884,5,1,False
1075998,1,9,0dc00542,3,0,False
1075998,1,10,29e253dd,4,1,False
1075998,1,11,0dc00542,10,0,False
1075998,1,12,29e253dd,4,1,False
1075998,1,13,0dc00542,9,0,False
1075998,1,14,195fb6db,7,0,False
1075998,1,15,b3118300,7,0,False
1075998,1,16,195fb6db,15,1,False
1075998,1,17,2911de16,16,0,False
1075998,1,18,195fb6db,11,0,False
1075998,1,19,b3118300,12,0,False
1075998,2,0,9cb8d7a6,2,0,False
1075998,2,1,e174dadd,7,0,False
1075998,2,2,9cb8d7a6,16,0,False
1075998,2,3,5af743d0,6,2,False
1075998,2,4,9cb8d7a6,6,1,False
1075998,2,5,5af743d0,0,0,True
1075998,2,6,6dd8b88c,2,0,False
1075998,2,7,64c34cd0,6,1,False
1075998,2,8,6dd8b88c,10,0,False
1075998,2,9,f0e722e0,4,1,False
1075998,2,10,6dd8b88c,8,0,False
1075998,2,11,f0e722e0,1,1,False
1075998,2,12,e174dadd,15,0,False
1075998,2,13,f0e722e0,10,0,False
1075998,2,14,e174dadd,7,0,False
1075998,2,15,5af743d0,7,0,False
1075998,2,16,e174dadd,12,0,False
1075998,2,17,5af743d0,15,1,False
1075998,2,18,f0e722e0,17,1,False
1075998,2,19,6dd8b88c,8,2,False
1075999,1,0,64d43928,5,0,False
1075999,1,1,907d6e58,9,0,False
1075999,1,2,64d43928,13,0,False
1075999,1,3,907d6e58,2,1,False
1075999,1,4,9d430b40,3,0,False
1075999,1,5,907d6e58,1,1,False
1075999,1,6,f2800ef3,8,1,False
1075999,1,7,9d430b40,7,0,False
1075999,1,8,f2800ef3,9,0,False
1075999,1,9,1bf9a8ef,5,0,False
1075999,1,10,f2800ef3,6,0,False
1075999,1,11,907d6e58,5,1,False
1075999,1,12,f2800ef3,4,1,False
1075999,1,13,9d430b40,2,1,False
1075999,1,14,c03449e0,12,0,False
