match_id,innings_number,player_hash,batting_position
1128820,2,9d430b40,2
1128820,2,b8a55852,3
1128820,2,fd2bf2a0,4
1128820,2,1ff2f550,5
1128820,2,afa78c3a,6
1128820,2,907d6e58,7
1128820,2,f2800ef3,8
1128820,2,4f7279a4,9
1128820,2,45a7e761,10
1128820,2,0a8fce53,11
1128821,1,3b041a12,1
1128821,1,ff077124,2
1128821,1,35205dfc,3
1128821,1,9ab63e7b,4
1128821,1,c03c6200,5
1128821,1,7cd0a092,6
1128821,1,b3118300,7
1128821,2,0fa5042b,1
1128821,2,bbff906c,2
1128821,2,0a4736eb,3
1128821,2,29e253dd,4
1128821,2,bb4b445b,5
1128821,2,18fac429,6
1128821,2,9de62878,7
1128821,2,bbd41817,8
1128821,2,bd4ea627,9
1128821,2,68ddabdb,10
1128821,2,1c790f4f,11
1128822,1,b8a55852,1
1128822,1,9d430b40,2
1128822,1,1777c020,3
1128822,1,afa78c3a,4
1128822,1,ebd1ab1f,5
1128822,1,fd2bf2a0,6
1128822,1,4f7279a4,7
1128822,1,1ff2f550,8
1128822,1,f2800ef3,9
1128822,1,45a7e761,10
1128822,1,0a8fce53,11
1128822,2,50250426,1
1128822,2,4329fbb5,2
1128822,2,3029e282,3
1128823,1,6b71e6cf,1
1128823,1,f8fd6e3f,2
1128823,1,14b14cd8,3
1128823,1,b98b5e1c,4
1128823,1,64c34cd0,5
1128823,1,a757b0d8,6
1128823,1,e5d452d7,7
1128823,1,64d43928,8
1128823,1,acee4cc4,9
1128823,1,086f5984,10
1128823,1,a8e3170f,11
1128823,2,0fa5042b,1
1128823,2,1aba45cd,2
1128823,2,bbff906c,3
1128823,2,0a4736eb,4
1128823,2,bb4b445b,5
1128823,2,bbd41817,6
1128823,2,bd4ea627,7
1128824,1,3b041a12,1
1128824,1,ff077124,2
1128824,1,35205dfc,3
1128824,1,9ab63e7b,4
1128824,1,7cd0a092,5
1128824,1,a6fc52a9,6
1128824,1,c03c6200,7
1128824,1,f69f1d8a,8
1128824,1,ffe699c0,9
1128824,1,b3118300,10
1128824,1,574665e2,11
1128824,2,82c78845,1
1128824,2,bdadf7da,2
1128824,2,8a75e999,3
1128824,2,c995d726,4
1128824,2,7ca5e05d,5
1128824,2,2f26ac1a,6
1128824,2,9cb8d7a6,7
1128825,1,82c78845,1
1128825,1,bdadf7da,2
1128825,1,8a75e999,3
1128825,1,c995d726,4
1128825,1,7ca5e05d,5
1128825,1,2f26ac1a,6
1128825,1,9cb8d7a6,7
1128825,1,0dc00542,8
1128825,1,1bf9a8ef,9
1128825,2,b8a55852,1
1128825,2,9d430b40,2
1128825,2,1777c020,3
1128825,2,fd2bf2a0,4
1128825,2,d1523761,5
1128825,2,1ff2f550,6
1128825,2,89c16049,7
1128825,2,5af743d0,8
